S_shcementfloor_x,S_shcementfloor_y
1.0,0.8
1.0,1.0
1.0,0.8
1.0,0.39999998
1.0,0.8
1.0,1.0
0.5,1.0
1.0,0.75
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,1.0
1.0,1.0
1.0,1.0
1.0,0.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,0.19999999
1.0,1.0
0.75,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,0.85714287
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,0.25
1.0,1.0
0.8333333,1.0
1.0,1.0
0.39999998,0.75
1.0,0.8
0.5,1.0
1.0,0.0
1.0,1.0
1.0,1.0
1.0,1.0
0.8,1.0
1.0,1.0
0.0,1.0
1.0,1.0
0.8333333,1.0
1.0,1.0
0.75,0.8
1.0,0.8
1.0,1.0
0.8333333,1.0
1.0,0.39999998
0.75,1.0
0.25,1.0
0.8,1.0
1.0,0.25
1.0,1.0
0.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.39999998,1.0
0.25,0.0
1.0,1.0
0.39999998,1.0
1.0,0.0
1.0,1.0
1.0,1.0
0.8333333,1.0
1.0,1.0
0.28571427,0.8
1.0,0.25
1.0,0.6
0.8,1.0
1.0,1.0
0.6,1.0
1.0,0.75
1.0,1.0
0.0,1.0
1.0,1.0
1.0,1.0
0.0,1.0
1.0,0.75
1.0,0.75
1.0,0.8
0.8,1.0
1.0,1.0
0.6666666,1.0
1.0,1.0
0.39999998,0.75
1.0,0.5
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.39999998,1.0
1.0,0.39999998
1.0,1.0
1.0,0.5
1.0,1.0
1.0,0.6
1.0,1.0
1.0,0.8333333
1.0,1.0
1.0,0.0
1.0,1.0
1.0,1.0
1.0,0.0
0.71428573,1.0
1.0,0.19999999
0.8333333,1.0
1.0,1.0
1.0,1.0
0.19999999,0.8
1.0,1.0
1.0,0.0
1.0,1.0
0.0,1.0
0.25,0.6
1.0,0.19999999
1.0,0.75
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,0.25
1.0,0.0
0.8,1.0
1.0,1.0
0.8,0.75
1.0,0.14285713
1.0,0.6
1.0,0.6
1.0,0.3333333
1.0,0.75
1.0,0.0
1.0,1.0
0.75,1.0
1.0,1.0
1.0,1.0
0.75,1.0
1.0,0.0
1.0,0.8333333
0.5,1.0
0.8,0.6
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,0.8
1.0,0.25
0.5,1.0
1.0,1.0
1.0,1.0
0.8,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.8,1.0
1.0,1.0
0.6,0.8
1.0,1.0
1.0,1.0
1.0,1.0
0.75,1.0
0.4285714,1.0
1.0,0.8333333
1.0,0.5
0.8,1.0
1.0,1.0
1.0,0.0
0.25,1.0
1.0,1.0
1.0,0.25
1.0,1.0
0.85714287,1.0
1.0,1.0
1.0,1.0
1.0,0.25
1.0,1.0
1.0,0.0
0.25,1.0
1.0,1.0
1.0,0.75
1.0,0.6
0.8,1.0
1.0,0.8
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.19999999,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,0.19999999
1.0,1.0
1.0,1.0
1.0,1.0
0.19999999,1.0
0.0,1.0
1.0,1.0
1.0,1.0
0.0,0.8333333
1.0,0.8
0.6,1.0
0.5,1.0
1.0,0.0
1.0,1.0
1.0,1.0
1.0,0.75
0.0,1.0
1.0,0.5
1.0,0.25
1.0,0.39999998
0.5,1.0
1.0,0.8
1.0,1.0
1.0,1.0
1.0,1.0
1.0,0.6
1.0,1.0
0.0,1.0
1.0,1.0
0.5,1.0
0.25,1.0
1.0,1.0
1.0,1.0
1.0,0.39999998
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.25,1.0
1.0,1.0
1.0,1.0
1.0,0.8
0.19999999,1.0
1.0,1.0
1.0,0.0
1.0,0.5
1.0,0.8
0.8333333,0.75
1.0,0.0
0.75,1.0
1.0,1.0
1.0,0.75
0.0,1.0
1.0,0.6
1.0,0.8333333
1.0,1.0
1.0,1.0
0.0,0.85714287
1.0,0.25
1.0,1.0
1.0,1.0
1.0,1.0
0.39999998,0.0
1.0,0.0
1.0,1.0
0.8,1.0
0.39999998,0.8333333
1.0,1.0
0.0,1.0
1.0,1.0
1.0,1.0
1.0,0.19999999
1.0,1.0
1.0,1.0
1.0,1.0
1.0,0.75
1.0,1.0
0.57142854,0.6
1.0,0.5
1.0,0.8
1.0,1.0
1.0,0.5
0.8,0.19999999
1.0,1.0
1.0,1.0
0.0,1.0
1.0,0.25
1.0,0.0
0.6,1.0
1.0,0.5
1.0,0.5
1.0,1.0
1.0,0.6
0.75,1.0
1.0,0.39999998
0.75,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,0.8
1.0,0.0
1.0,1.0
1.0,1.0
1.0,0.6
1.0,0.75
1.0,0.25
1.0,0.75
1.0,1.0
0.8,0.8
1.0,0.6666666
1.0,1.0
0.75,1.0
1.0,0.75
1.0,0.19999999
1.0,1.0
0.25,1.0
0.8,1.0
0.14285713,1.0
1.0,1.0
0.75,1.0
1.0,1.0
1.0,1.0
0.19999999,1.0
1.0,1.0
0.0,1.0
1.0,1.0
0.0,1.0
0.75,0.0
1.0,0.75
1.0,1.0
1.0,0.0
0.8,0.0
1.0,0.5
0.8333333,1.0
0.0,1.0
0.25,1.0
1.0,1.0
0.16666669,1.0
1.0,0.8
0.0,1.0
1.0,0.0
0.8,1.0
0.6,1.0
1.0,1.0
1.0,0.0
1.0,0.8
1.0,0.0
1.0,1.0
1.0,0.75
1.0,0.8333333
0.5,1.0
1.0,1.0
0.39999998,1.0
0.5,1.0
0.85714287,1.0
0.6666666,1.0
1.0,1.0
1.0,0.5
0.8,1.0
1.0,0.5
1.0,1.0
0.8333333,1.0
1.0,1.0
0.75,1.0
1.0,1.0
0.6,1.0
0.75,0.75
1.0,0.5
1.0,1.0
0.0,1.0
1.0,0.0
1.0,1.0
1.0,1.0
1.0,0.0
1.0,0.5
1.0,0.75
0.6,1.0
1.0,0.19999999
1.0,0.6
0.8,1.0
1.0,0.75
1.0,1.0
1.0,1.0
0.75,0.8
1.0,0.8
1.0,0.6
1.0,0.39999998
0.8333333,0.0
0.8333333,0.71428573
1.0,1.0
0.4285714,0.6
1.0,0.5
0.39999998,0.25
0.75,0.75
0.8,1.0
1.0,1.0
1.0,0.0
1.0,1.0
0.71428573,1.0
1.0,0.75
0.8,1.0
1.0,1.0
0.75,1.0
1.0,0.25
1.0,1.0
1.0,0.0
1.0,0.5
1.0,0.0
1.0,1.0
0.25,0.6
0.25,1.0
1.0,0.5
1.0,1.0
1.0,0.6
0.0,1.0
0.0,1.0
1.0,1.0
1.0,1.0
1.0,0.19999999
1.0,1.0
0.6,1.0
0.25,1.0
0.39999998,1.0
0.0,1.0
1.0,1.0
1.0,0.5
1.0,1.0
0.6,1.0
1.0,0.0
0.19999999,1.0
0.19999999,1.0
1.0,0.5
0.8,1.0
1.0,0.8333333
0.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.75,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,0.25
0.25,1.0
1.0,0.5
0.75,0.75
1.0,0.57142854
1.0,1.0
1.0,1.0
1.0,1.0
0.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.39999998,0.5
1.0,0.75
0.6,1.0
0.6,1.0
1.0,0.25
1.0,1.0
1.0,0.6
0.5,1.0
1.0,1.0
1.0,1.0
0.8,0.75
0.0,1.0
1.0,1.0
1.0,0.25
1.0,0.75
1.0,0.6
1.0,0.25
1.0,0.8333333
1.0,0.25
1.0,1.0
0.5,1.0
0.75,0.19999999
1.0,0.16666669
1.0,1.0
0.25,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,0.75
1.0,1.0
1.0,1.0
0.39999998,0.8333333
1.0,1.0
1.0,0.8
0.75,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.6,1.0
1.0,1.0
1.0,1.0
1.0,0.8333333
1.0,0.25
1.0,1.0
1.0,1.0
0.5,1.0
0.25,1.0
0.75,1.0
1.0,1.0
1.0,1.0
0.85714287,1.0
1.0,0.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,0.8333333
1.0,1.0
0.5,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,0.8
0.75,1.0
1.0,0.5
1.0,0.75
0.25,1.0
0.0,1.0
0.5,1.0
1.0,1.0
1.0,0.39999998
1.0,1.0
1.0,0.75
1.0,0.75
0.8,1.0
1.0,1.0
1.0,0.8
1.0,0.85714287
0.25,0.5
0.5,1.0
0.8,1.0
0.6,0.5
1.0,0.6
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,0.6
1.0,1.0
0.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,1.0
1.0,1.0
1.0,0.0
0.5,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.8,0.28571427
1.0,1.0
1.0,0.8
1.0,1.0
1.0,1.0
0.75,1.0
0.8,1.0
0.75,1.0
1.0,1.0
1.0,0.5
0.0,0.8
1.0,0.8333333
1.0,1.0
0.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.75,1.0
1.0,1.0
1.0,1.0
0.25,1.0
1.0,1.0
1.0,0.19999999
1.0,1.0
1.0,1.0
0.5,1.0
1.0,1.0
0.6,0.39999998
1.0,1.0
1.0,0.75
1.0,1.0
0.8333333,1.0
0.0,0.85714287
0.75,1.0
0.75,1.0
1.0,1.0
0.25,1.0
0.0,1.0
1.0,1.0
1.0,0.0
1.0,0.75
0.8,1.0
1.0,0.8
0.75,0.5
0.0,1.0
0.5,1.0
0.25,1.0
1.0,1.0
1.0,0.5
0.0,1.0
0.8,1.0
1.0,1.0
1.0,1.0
1.0,0.75
1.0,1.0
1.0,0.75
1.0,0.8333333
1.0,1.0
1.0,0.8
0.5,0.5
0.5,0.5
1.0,1.0
1.0,1.0
0.5,1.0
0.5,1.0
0.0,0.25
0.75,0.0
1.0,0.3333333
1.0,0.19999999
1.0,1.0
1.0,1.0
1.0,1.0
0.5,0.25
0.75,0.75
1.0,0.8
1.0,0.19999999
0.5,1.0
0.5,1.0
1.0,1.0
1.0,0.0
0.5,0.75
1.0,1.0
1.0,0.75
0.6,1.0
1.0,0.75
1.0,0.19999999
1.0,1.0
1.0,0.25
1.0,1.0
0.8,1.0
0.75,0.25
1.0,1.0
1.0,0.5
1.0,0.5
1.0,0.5
1.0,1.0
0.8,1.0
0.8,0.0
1.0,1.0
1.0,1.0
1.0,0.75
1.0,1.0
1.0,1.0
1.0,0.0
1.0,1.0
0.19999999,0.25
1.0,0.5
0.25,1.0
0.0,1.0
1.0,1.0
0.75,1.0
0.3333333,1.0
1.0,1.0
0.75,1.0
1.0,1.0
0.19999999,1.0
1.0,0.0
0.5,1.0
1.0,1.0
1.0,1.0
0.0,1.0
1.0,0.0
1.0,0.0
0.25,1.0
1.0,1.0
1.0,0.0
0.75,1.0
0.19999999,1.0
0.16666669,0.75
1.0,1.0
1.0,0.0
1.0,1.0
1.0,0.19999999
0.0,1.0
0.75,1.0
1.0,1.0
1.0,1.0
0.25,0.8
1.0,0.14285713
0.75,1.0
0.25,1.0
0.25,1.0
1.0,0.0
0.0,1.0
0.5,1.0
1.0,1.0
1.0,1.0
0.19999999,1.0
1.0,1.0
1.0,0.8
0.0,1.0
1.0,0.0
0.5,0.8
0.75,0.8
1.0,0.25
1.0,0.6
0.8333333,0.8
0.8,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.75,0.5
1.0,0.19999999
1.0,1.0
0.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.25,1.0
0.8,1.0
1.0,1.0
0.75,1.0
1.0,0.8
0.5,1.0
1.0,0.6
0.0,1.0
1.0,0.0
0.75,0.0
1.0,0.8
0.8,0.8333333
0.75,1.0
0.25,1.0
0.75,1.0
1.0,1.0
1.0,0.5
1.0,1.0
0.6,0.8333333
0.0,1.0
1.0,1.0
0.0,1.0
1.0,1.0
0.16666669,1.0
1.0,0.75
0.8,1.0
1.0,1.0
1.0,0.0
0.0,1.0
1.0,1.0
1.0,1.0
0.39999998,0.75
0.8,0.39999998
0.19999999,0.75
0.25,1.0
1.0,0.75
1.0,1.0
1.0,1.0
0.5,1.0
1.0,1.0
0.8,0.0
0.39999998,0.75
0.25,1.0
1.0,0.75
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,0.8
1.0,1.0
1.0,0.5
1.0,1.0
1.0,1.0
1.0,1.0
0.0,1.0
1.0,1.0
1.0,0.8333333
1.0,0.25
0.8333333,1.0
1.0,1.0
1.0,1.0
0.5,1.0
0.25,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,0.0
1.0,1.0
1.0,1.0
1.0,0.8
1.0,0.19999999
1.0,0.5
1.0,1.0
0.75,1.0
1.0,1.0
1.0,0.0
1.0,1.0
1.0,1.0
1.0,0.75
1.0,1.0
1.0,1.0
1.0,0.8
1.0,1.0
1.0,1.0
0.5,1.0
0.8,1.0
1.0,0.39999998
0.8333333,0.75
0.0,1.0
1.0,0.75
0.6,1.0
1.0,1.0
1.0,0.75
0.5,1.0
1.0,0.0
1.0,1.0
1.0,1.0
0.5,1.0
0.39999998,1.0
0.75,1.0
0.75,1.0
0.8,0.25
1.0,1.0
1.0,1.0
1.0,1.0
0.75,1.0
1.0,1.0
0.8,1.0
0.75,1.0
1.0,1.0
1.0,0.8
0.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.3333333,1.0
0.25,1.0
1.0,0.75
1.0,1.0
1.0,1.0
1.0,1.0
0.6,0.8
1.0,0.19999999
1.0,1.0
1.0,1.0
1.0,1.0
1.0,0.75
0.8,1.0
1.0,1.0
1.0,1.0
0.8,0.5
1.0,1.0
1.0,1.0
1.0,1.0
0.5,1.0
0.39999998,1.0
1.0,0.0
1.0,1.0
